route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"101",1612_PO,1612_8603,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20335,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8606,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20338,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8610,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20341,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8615,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20344,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8618,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20347,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8622,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20350,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8627,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20352,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8630,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20355,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8635,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20358,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8638,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20361,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8643,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20364,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8644,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20367,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8651,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20370,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8652,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20373,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8656,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20376,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8663,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20379,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8664,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20382,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8669,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20385,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8673,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20388,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8677,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20391,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8681,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20394,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8685,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20397,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8691,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20399,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8695,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20402,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8697,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20405,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8701,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20409,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8705,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20413,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8709,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20416,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8713,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20417,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8717,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20420,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8720,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20424,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8724,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20425,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8729,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20429,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8731,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20432,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8735,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20436,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8739,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20439,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8744,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20442,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8748,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20444,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8753,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20447,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8754,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20450,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8759,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20453,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8763,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20455,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8768,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20459,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8773,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20462,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8774,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20465,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8780,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20469,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8785,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20471,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8786,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20473,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8793,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20475,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8794,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20478,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8798,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20482,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8805,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20486,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8806,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20488,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"100",1612_PO,1612_8812,"Plac Na Stawach",,1,101-01,1044554,0,0
"100",1613_PO,1613_20492,"Plac Na Stawach",,1,101-01,1046240,0,0
"100",1612_PO,1612_8816,"Kopiec Kościuszki",,0,101-01,1044555,0,0
"100",1613_PO,1613_20494,"Kopiec Kościuszki",,0,101-01,1046239,0,0
"101",1612_PO,1612_8819,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20497,"Os. Podwawelskie",,1,101-01,1046281,0,0
"101",1612_PO,1612_8823,"Kopiec Kościuszki",,0,101-01,1044597,0,0
"101",1613_PO,1613_20501,"Kopiec Kościuszki",,0,101-01,1046280,0,0
"101",1612_PO,1612_8827,"Os. Podwawelskie",,1,101-01,1044595,0,0
"101",1613_PO,1613_20503,"Os. Podwawelskie",,1,101-01,1046281,0,0
"103",1612_PO,1612_9289,"Lesisko",,0,103-01,1044423,0,0
"103",1613_PO,1613_20848,"Lesisko",,0,103-01,1046099,0,0
"103",1612_PO,1612_9293,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20851,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9297,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20854,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9298,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20858,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9304,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20861,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9308,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20864,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9310,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20867,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9317,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20868,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9319,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20871,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9323,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20875,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9327,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20878,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9332,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20882,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9337,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20885,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9340,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20888,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9343,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20891,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9348,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20894,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9353,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20896,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9354,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20899,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9358,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20902,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9362,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20904,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9367,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20908,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9371,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20912,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9377,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20914,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9381,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20918,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9385,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20921,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9389,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20923,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9393,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20926,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9397,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20929,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9401,"Lesisko",,0,103-01,1044417,0,0
"103",1613_PO,1613_20932,"Lesisko",,0,103-01,1046094,0,0
"103",1612_PO,1612_9405,"Aleja Przyjaźni",,1,103-01,1044418,0,0
"103",1613_PO,1613_20934,"Aleja Przyjaźni",,1,103-01,1046095,0,0
"103",1612_PO,1612_9417,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20944,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9421,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20947,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9425,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20951,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9428,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20954,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9432,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20956,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9437,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20959,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9440,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20961,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9444,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20965,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9449,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20968,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9453,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20970,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9454,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20973,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9461,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20976,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9462,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20980,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9466,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20982,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9471,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20986,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9475,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20989,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9481,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20992,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9482,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_20996,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9486,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_20999,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9491,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_21001,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9496,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_21004,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9499,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_21006,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9503,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_21009,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9507,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_21012,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9511,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_21015,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9515,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_21020,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9519,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_21023,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9523,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_21025,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9527,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_21028,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9531,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_21032,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9535,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_21034,"Lesisko",,0,103-02,1046094,0,0
"103",1612_PO,1612_9539,"Aleja Przyjaźni",,1,103-02,1044418,0,0
"103",1613_PO,1613_21038,"Aleja Przyjaźni",,1,103-02,1046095,0,0
"103",1612_PO,1612_9543,"Lesisko",,0,103-02,1044417,0,0
"103",1613_PO,1613_21039,"Lesisko",,0,103-02,1046094,0,0
"106",1612_PO,1612_10128,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21478,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10132,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21481,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10137,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21482,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10141,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21487,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10145,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21488,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10149,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21491,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10154,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21495,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10159,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21498,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10160,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21500,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10164,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21503,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10168,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21506,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10172,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21509,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10176,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21513,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10180,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21516,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10184,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21520,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10188,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21522,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10192,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21526,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10197,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21528,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10201,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21531,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10205,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21535,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10209,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21536,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10213,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21540,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10219,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21543,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10220,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21547,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10224,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21550,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10228,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21553,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10232,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21554,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10236,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21557,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10240,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21561,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10245,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21565,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10249,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21568,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10253,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21571,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10257,"Skotniki Szkoła",,0,106-01,1044094,0,0
"106",1613_PO,1613_21574,"Skotniki Szkoła",,0,106-01,1045772,0,0
"106",1612_PO,1612_10261,"Łagiewniki",,1,106-01,1044095,0,0
"106",1613_PO,1613_21576,"Łagiewniki",,1,106-01,1045771,0,0
"106",1612_PO,1612_10275,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21584,"Skotniki Szkoła",,0,106-02,1045772,0,0
"106",1612_PO,1612_10280,"Łagiewniki",,1,106-02,1044095,0,0
"106",1613_PO,1613_21588,"Łagiewniki",,1,106-02,1045771,0,0
"106",1612_PO,1612_10283,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21592,"Skotniki Szkoła",,0,106-02,1045772,0,0
"106",1612_PO,1612_10287,"Łagiewniki",,1,106-02,1044095,0,0
"106",1613_PO,1613_21595,"Łagiewniki",,1,106-02,1045771,0,0
"106",1612_PO,1612_10290,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21598,"Skotniki Szkoła",,0,106-02,1045772,0,0
"106",1612_PO,1612_10294,"Łagiewniki",,1,106-02,1044095,0,0
"106",1613_PO,1613_21601,"Łagiewniki",,1,106-02,1045771,0,0
"106",1612_PO,1612_10298,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21603,"Skotniki Szkoła",,0,106-02,1045772,0,0
"106",1612_PO,1612_10304,"Łagiewniki",,1,106-02,1044095,0,0
"106",1613_PO,1613_21606,"Łagiewniki",,1,106-02,1045771,0,0
"106",1612_PO,1612_10308,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21608,"Skotniki Szkoła",,0,106-02,1045772,0,0
"106",1612_PO,1612_10315,"Łagiewniki",,1,106-02,1044095,0,0
"106",1613_PO,1613_21611,"Łagiewniki",,1,106-02,1045771,0,0
"106",1612_PO,1612_10316,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21616,"Skotniki Szkoła",,0,106-02,1045772,0,0
"106",1612_PO,1612_10320,"Łagiewniki",,1,106-02,1044095,0,0
"106",1613_PO,1613_21618,"Łagiewniki",,1,106-02,1045771,0,0
"106",1612_PO,1612_10324,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21620,"Skotniki Szkoła",,0,106-02,1045772,0,0
"106",1612_PO,1612_10328,"Łagiewniki",,1,106-02,1044095,0,0
"106",1613_PO,1613_21622,"Łagiewniki",,1,106-02,1045771,0,0
"106",1612_PO,1612_10332,"Skotniki Szkoła",,0,106-02,1044094,0,0
"106",1613_PO,1613_21625,"Skotniki Szkoła",,0,106-02,1045772,0,0
