route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"131",1612_SW,1612_21264,"Pleszów",,1,131-01,1044309,0,0
"131",1613_SW,1613_21220,"Pleszów",,1,131-01,1045986,0,0
"131",1612_SW,1612_21267,"Chałupki",,0,131-01,1044308,0,0
"131",1613_SW,1613_21224,"Chałupki",,0,131-01,1045985,0,0
"131",1612_SW,1612_21270,"Pleszów",,1,131-01,1044309,0,0
"131",1613_SW,1613_21227,"Pleszów",,1,131-01,1045986,0,0
"131",1612_SW,1612_21273,"Chałupki",,0,131-01,1044308,0,0
"131",1613_SW,1613_21230,"Chałupki",,0,131-01,1045985,0,0
"131",1612_SW,1612_21276,"Pleszów",,1,131-01,1044309,0,0
"131",1613_SW,1613_21231,"Pleszów",,1,131-01,1045986,0,0
"133",1612_SW,1612_21333,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21291,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21337,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21294,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21339,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21296,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21341,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21299,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21344,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21303,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21347,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21305,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21350,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21308,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21353,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21312,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21357,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21314,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21361,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21316,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21362,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21319,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21366,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21324,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21370,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21325,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21372,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21328,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21376,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21332,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21378,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21334,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21380,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21337,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21384,"Nowy Bieżanów P+R",,0,133-01,1043370,0,0
"133",1613_SW,1613_21340,"Nowy Bieżanów P+R",,0,133-01,1045062,0,0
"133",1612_SW,1612_21387,"Łagiewniki",,0,133-01,1043371,0,0
"133",1613_SW,1613_21344,"Łagiewniki",,0,133-01,1045057,0,0
"133",1612_SW,1612_21462,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21419,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21464,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21422,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21468,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21426,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21471,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21429,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21475,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21432,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21477,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21435,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21481,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21439,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21484,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21441,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21486,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21444,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21489,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21448,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21493,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21450,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21496,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21453,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21499,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21457,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21502,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21459,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21504,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21463,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21507,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21464,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21509,"Łagiewniki",,0,133-02,1043371,0,0
"133",1613_SW,1613_21467,"Łagiewniki",,0,133-02,1045057,0,0
"133",1612_SW,1612_21514,"Nowy Bieżanów P+R",,0,133-02,1043370,0,0
"133",1613_SW,1613_21470,"Nowy Bieżanów P+R",,0,133-02,1045062,0,0
"133",1612_SW,1612_21573,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21532,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21575,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21534,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21579,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21538,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21582,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21539,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21586,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21542,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21588,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21545,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21591,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21549,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21594,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21551,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21597,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21555,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21600,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21559,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21603,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21562,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21608,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21564,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21610,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21566,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21614,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21569,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21617,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21572,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21619,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21575,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21622,"Łagiewniki",,0,133-03,1043371,0,0
"133",1613_SW,1613_21580,"Łagiewniki",,0,133-03,1045057,0,0
"133",1612_SW,1612_21625,"Nowy Bieżanów P+R",,0,133-03,1043370,0,0
"133",1613_SW,1613_21582,"Nowy Bieżanów P+R",,0,133-03,1045062,0,0
"133",1612_SW,1612_21627,"Kurdwanów P+R",,0,133-03,1043374,0,0
"133",1613_SW,1613_21586,"Kurdwanów P+R",,0,133-03,1045058,0,0
"135",1612_SW,1612_21997,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_21961,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22000,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_21965,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22002,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_21967,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22004,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_21970,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22008,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_21972,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22012,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_21975,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22014,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_21978,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22016,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_21983,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22020,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_21984,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22024,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_21989,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22025,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_21990,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22029,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_21993,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22030,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_21996,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22033,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_21999,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22036,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_22002,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22040,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_22005,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22044,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_22009,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22045,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_22012,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22049,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_22014,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22052,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_22017,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22054,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_22020,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22057,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_22023,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22060,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_22026,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22063,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_22029,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22066,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_22033,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22069,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_22036,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22072,"Golkowice Pętla",,0,135-01,1043974,0,0
"135",1613_SW,1613_22038,"Golkowice Pętla",,0,135-01,1045656,0,0
"135",1612_SW,1612_22075,"Łagiewniki",,0,135-01,1043975,0,0
"135",1613_SW,1613_22041,"Łagiewniki",,0,135-01,1045655,0,0
"135",1612_SW,1612_22131,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22097,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22134,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22100,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22137,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22103,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22140,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22106,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22143,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22109,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22146,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22112,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22149,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22115,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22152,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22118,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22155,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22121,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22158,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22124,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22161,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22127,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22164,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22130,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22167,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22133,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22170,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22136,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22173,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22139,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22176,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22142,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22179,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22145,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22182,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22148,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22185,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22151,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22188,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22154,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22191,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22157,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22194,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22160,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22197,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22163,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22200,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22166,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22203,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22169,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22206,"Łagiewniki",,0,135-02,1043975,0,0
"135",1613_SW,1613_22172,"Łagiewniki",,0,135-02,1045655,0,0
"135",1612_SW,1612_22209,"Golkowice Pętla",,0,135-02,1043974,0,0
"135",1613_SW,1613_22175,"Golkowice Pętla",,0,135-02,1045656,0,0
"135",1612_SW,1612_22212,"Kurdwanów P+R",,0,135-02,1043979,0,0
"135",1613_SW,1613_22178,"Kurdwanów P+R",,0,135-02,1045660,0,0
"136",1612_SW,1612_22267,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22233,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22269,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22237,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22274,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22239,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22276,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22242,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22278,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22246,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22281,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22249,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22285,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22250,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22289,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22253,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22291,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22256,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22295,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22259,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22297,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22262,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22301,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22265,"Łagiewniki",,0,136-01,1046221,0,0
"106",1612_SW,1612_22302,"Skotniki Szkoła",,0,136-01,1044094,0,0
"106",1613_SW,1613_22268,"Skotniki Szkoła",,0,136-01,1045772,0,0
"106",1612_SW,1612_22305,"Łagiewniki",,1,136-01,1044095,0,0
"106",1613_SW,1613_22271,"Łagiewniki",,1,136-01,1045771,0,0
"136",1612_SW,1612_22308,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22274,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22311,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22278,"Łagiewniki",,0,136-01,1046221,0,0
"106",1612_SW,1612_22314,"Skotniki Szkoła",,0,136-01,1044094,0,0
"106",1613_SW,1613_22280,"Skotniki Szkoła",,0,136-01,1045772,0,0
"106",1612_SW,1612_22317,"Łagiewniki",,1,136-01,1044095,0,0
"106",1613_SW,1613_22283,"Łagiewniki",,1,136-01,1045771,0,0
"136",1612_SW,1612_22320,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22286,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22323,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22289,"Łagiewniki",,0,136-01,1046221,0,0
"106",1612_SW,1612_22326,"Skotniki Szkoła",,0,136-01,1044094,0,0
"106",1613_SW,1613_22292,"Skotniki Szkoła",,0,136-01,1045772,0,0
"106",1612_SW,1612_22329,"Łagiewniki",,1,136-01,1044095,0,0
"106",1613_SW,1613_22295,"Łagiewniki",,1,136-01,1045771,0,0
"136",1612_SW,1612_22332,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22298,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22335,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22301,"Łagiewniki",,0,136-01,1046221,0,0
"106",1612_SW,1612_22338,"Skotniki Szkoła",,0,136-01,1044094,0,0
"106",1613_SW,1613_22304,"Skotniki Szkoła",,0,136-01,1045772,0,0
"106",1612_SW,1612_22341,"Łagiewniki",,1,136-01,1044095,0,0
"106",1613_SW,1613_22307,"Łagiewniki",,1,136-01,1045771,0,0
"136",1612_SW,1612_22344,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22310,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22347,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22313,"Łagiewniki",,0,136-01,1046221,0,0
"106",1612_SW,1612_22350,"Skotniki Szkoła",,0,136-01,1044094,0,0
"106",1613_SW,1613_22316,"Skotniki Szkoła",,0,136-01,1045772,0,0
"106",1612_SW,1612_22353,"Łagiewniki",,1,136-01,1044095,0,0
"106",1613_SW,1613_22319,"Łagiewniki",,1,136-01,1045771,0,0
"136",1612_SW,1612_22356,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22322,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22359,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22325,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22362,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22328,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22365,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22331,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22368,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22334,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22371,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22337,"Łagiewniki",,0,136-01,1046221,0,0
"136",1612_SW,1612_22372,"Os. Pod Fortem",,0,136-01,1044542,0,0
"136",1613_SW,1613_22340,"Os. Pod Fortem",,0,136-01,1046222,0,0
"136",1612_SW,1612_22375,"Łagiewniki",,0,136-01,1044541,0,0
"136",1613_SW,1613_22343,"Łagiewniki",,0,136-01,1046221,0,0
"141",1612_SW,1612_15279,"Przylasek Rusiecki",,0,141-01,1044229,0,0
"141",1613_SW,1613_15254,"Przylasek Rusiecki",,0,141-01,1045907,0,0
"141",1612_SW,1612_15282,"Pleszów",,1,141-01,1044230,0,0
"141",1613_SW,1613_15258,"Pleszów",,1,141-01,1045906,0,0
"141",1612_SW,1612_15286,"Przylasek Rusiecki",,0,141-01,1044229,0,0
"141",1613_SW,1613_15261,"Przylasek Rusiecki",,0,141-01,1045907,0,0
"141",1612_SW,1612_15290,"Pleszów",,1,141-01,1044230,0,0
"141",1613_SW,1613_15265,"Pleszów",,1,141-01,1045906,0,0
"181",1612_SW,1612_15295,"Kujawy",,0,141-01,1044545,0,0
"181",1613_SW,1613_15268,"Kujawy",,0,141-01,1046231,0,0
"181",1612_SW,1612_15299,"Pleszów",,1,141-01,1044546,0,0
"181",1613_SW,1613_15272,"Pleszów",,1,141-01,1046230,0,0
"141",1612_SW,1612_15302,"Przylasek Rusiecki",,0,141-01,1044229,0,0
"141",1613_SW,1613_15276,"Przylasek Rusiecki",,0,141-01,1045907,0,0
"141",1612_SW,1612_15306,"Pleszów",,0,141-01,1044789,0,0
"141",1613_SW,1613_15281,"Pleszów",,0,141-01,1046474,0,0
"181",1612_SW,1612_15310,"Kujawy",,0,141-01,1044545,0,0
"181",1613_SW,1613_15287,"Kujawy",,0,141-01,1046231,0,0
"181",1612_SW,1612_15314,"Pleszów",,1,141-01,1044546,0,0
"181",1613_SW,1613_15290,"Pleszów",,1,141-01,1046230,0,0
"141",1612_SW,1612_15319,"Przylasek Rusiecki",,0,141-01,1044229,0,0
"141",1613_SW,1613_15293,"Przylasek Rusiecki",,0,141-01,1045907,0,0
"141",1612_SW,1612_15322,"Pleszów",,1,141-01,1044230,0,0
"141",1613_SW,1613_15296,"Pleszów",,1,141-01,1045906,0,0
"141",1612_SW,1612_15326,"Przylasek Rusiecki",,0,141-01,1044787,0,0
"141",1613_SW,1613_15300,"Przylasek Rusiecki",,0,141-01,1046472,0,0
"141",1612_SW,1612_15330,"Pleszów",,0,141-01,1044788,0,0
"141",1613_SW,1613_15304,"Pleszów",,0,141-01,1046473,0,0
"181",1612_SW,1612_15334,"Kujawy",,0,141-01,1044545,0,0
"181",1613_SW,1613_15308,"Kujawy",,0,141-01,1046231,0,0
"181",1612_SW,1612_15338,"Pleszów",,1,141-01,1044546,0,0
"181",1613_SW,1613_15312,"Pleszów",,1,141-01,1046230,0,0
"181",1612_SW,1612_15341,"Kujawy",,0,141-01,1044545,0,0
